"","op_code","site_full","type","geog","date","bruv","time","ten_min","subclass","family","common","number"
"1","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Serranidae","Barred sand bass",0
"2","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Embiotocidae","Barred surfperch",0
"3","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Elasmobranchii","Myliobatidae","Bat ray",0
"4","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Sciaenidae","Black croaker",0
"5","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Embiotocidae","Black perch",0
"6","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Embiotocidae","Calico surfperch",0
"7","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Sciaenidae","California corbina",0
"8","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Paralichthyidae","California halibut",0
"9","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Muraenidae","California moray",0
"10","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Labridae","California sheephead",0
"11","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Invertebrate","Palinuridae","California spiny lobster ",0
"12","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Invertebrate","Cancridae","Crab",0
"13","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Elasmobranchii","Dasyatidae","Diamond stingray",0
"14","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Embiotocidae","Dwarf perch",0
"15","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Elasmobranchii","Triakidae","Grey smooth-hound",0
"16","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Kyphosidae","Halfmoon",0
"17","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Mammalia","Phocidae","Harbor seal",0
"18","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Elasmobranchii","Heterodontidae","Horn shark",0
"19","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Serranidae","Kelp bass",0
"20","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",3M 40.6S,10,"Elasmobranchii","Triakidae","Leopard shark",1
"21","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",5M 42.01S,10,"Elasmobranchii","Triakidae","Leopard shark",1
"22","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Invertebrate","Nassariidae","Nassa mud snail",0
"23","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Kyphosidae","Opaleye",0
"24","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Carangidae","Pacific jack mackerel",0
"25","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Paralichthyidae","Pacific sanddab",0
"26","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Embiotocidae","Pile perch",0
"27","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Invertebrate","Olividae","Purple olive shell",0
"28","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Sciaenidae","Queenfish",0
"29","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Embiotocidae","Rainbow surfperch",0
"30","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Labridae","Rock wrasse",0
"31","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Elasmobranchii","Urotrygonidae","Round stingray",0
"32","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Embiotocidae","Rubberlip seaperch",0
"33","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Haemulidae","Sargo",0
"34","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Invertebrate","Epialtidae","Sheep crab",0
"35","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Embiotocidae","Shiner perch",0
"36","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Elasmobranchii","Rhinobatidae","Shovelnose guitarfish",0
"37","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Embiotocidae","Silver surfperch",0
"38","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Paralichthyidae","Speckled sanddab",0
"39","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Invertebrate","Blepharipodidae","Spiny sand crab",0
"40","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Sciaenidae","Spotfin croaker",0
"41","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Elasmobranchii","Platyrhinidae","Thornback guitarfish",0
"42","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Atherinopsidae","Topsmelt",0
"43","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",8M 14.06S,10,"Actinopterygii","Atherinopsidae","Unknown Silverside",10
"44","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Embiotocidae","Walleye surfperch",0
"45","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Sciaenidae","White seabass",0
"46","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,10,"Actinopterygii","Sciaenidae","Yellowfin croaker",0
"47","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",6M 46.24S,10,"Actinopterygii","Kyphosidae","Zebra perch",1
"48","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Serranidae","Barred sand bass",0
"49","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Embiotocidae","Barred surfperch",0
"50","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Elasmobranchii","Myliobatidae","Bat ray",0
"51","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Sciaenidae","Black croaker",0
"52","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Embiotocidae","Black perch",0
"53","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Embiotocidae","Calico surfperch",0
"54","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Sciaenidae","California corbina",0
"55","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Paralichthyidae","California halibut",0
"56","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Muraenidae","California moray",0
"57","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Labridae","California sheephead",0
"58","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Invertebrate","Palinuridae","California spiny lobster ",0
"59","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Invertebrate","Cancridae","Crab",0
"60","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Elasmobranchii","Dasyatidae","Diamond stingray",0
"61","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Embiotocidae","Dwarf perch",0
"62","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Elasmobranchii","Triakidae","Grey smooth-hound",0
"63","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Kyphosidae","Halfmoon",0
"64","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Mammalia","Phocidae","Harbor seal",0
"65","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Elasmobranchii","Heterodontidae","Horn shark",0
"66","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Serranidae","Kelp bass",0
"67","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",15M 39.69S,20,"Elasmobranchii","Triakidae","Leopard shark",1
"68","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",19M 55.46S,20,"Elasmobranchii","Triakidae","Leopard shark",1
"69","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Invertebrate","Nassariidae","Nassa mud snail",0
"70","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Kyphosidae","Opaleye",0
"71","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Carangidae","Pacific jack mackerel",0
"72","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Paralichthyidae","Pacific sanddab",0
"73","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Embiotocidae","Pile perch",0
"74","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Invertebrate","Olividae","Purple olive shell",0
"75","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Sciaenidae","Queenfish",0
"76","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Embiotocidae","Rainbow surfperch",0
"77","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Labridae","Rock wrasse",0
"78","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Elasmobranchii","Urotrygonidae","Round stingray",0
"79","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Embiotocidae","Rubberlip seaperch",0
"80","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Haemulidae","Sargo",0
"81","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Invertebrate","Epialtidae","Sheep crab",0
"82","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Embiotocidae","Shiner perch",0
"83","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Elasmobranchii","Rhinobatidae","Shovelnose guitarfish",0
"84","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Embiotocidae","Silver surfperch",0
"85","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Paralichthyidae","Speckled sanddab",0
"86","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Invertebrate","Blepharipodidae","Spiny sand crab",0
"87","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Sciaenidae","Spotfin croaker",0
"88","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Elasmobranchii","Platyrhinidae","Thornback guitarfish",0
"89","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Atherinopsidae","Topsmelt",0
"90","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Atherinopsidae","Unknown Silverside",0
"91","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Embiotocidae","Walleye surfperch",0
"92","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,20,"Actinopterygii","Sciaenidae","White seabass",0
"93","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",15M 19.95S,20,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"94","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",11M 20.2S,20,"Actinopterygii","Kyphosidae","Zebra perch",9
"95","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Serranidae","Barred sand bass",0
"96","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Embiotocidae","Barred surfperch",0
"97","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Elasmobranchii","Myliobatidae","Bat ray",0
"98","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Sciaenidae","Black croaker",0
"99","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Embiotocidae","Black perch",0
"100","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Embiotocidae","Calico surfperch",0
"101","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Sciaenidae","California corbina",0
"102","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Paralichthyidae","California halibut",0
"103","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Muraenidae","California moray",0
"104","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Labridae","California sheephead",0
"105","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Invertebrate","Palinuridae","California spiny lobster ",0
"106","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Invertebrate","Cancridae","Crab",0
"107","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Elasmobranchii","Dasyatidae","Diamond stingray",0
"108","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Embiotocidae","Dwarf perch",0
"109","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Elasmobranchii","Triakidae","Grey smooth-hound",0
"110","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Kyphosidae","Halfmoon",0
"111","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Mammalia","Phocidae","Harbor seal",0
"112","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Elasmobranchii","Heterodontidae","Horn shark",0
"113","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",24M 0.97S,30,"Actinopterygii","Serranidae","Kelp bass",1
"114","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",21M 9.9S,30,"Elasmobranchii","Triakidae","Leopard shark",2
"115","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",25M 40.89S,30,"Elasmobranchii","Triakidae","Leopard shark",1
"116","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Invertebrate","Nassariidae","Nassa mud snail",0
"117","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Kyphosidae","Opaleye",0
"118","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Carangidae","Pacific jack mackerel",0
"119","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Paralichthyidae","Pacific sanddab",0
"120","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Embiotocidae","Pile perch",0
"121","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Invertebrate","Olividae","Purple olive shell",0
"122","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Sciaenidae","Queenfish",0
"123","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Embiotocidae","Rainbow surfperch",0
"124","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Labridae","Rock wrasse",0
"125","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Elasmobranchii","Urotrygonidae","Round stingray",0
"126","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Embiotocidae","Rubberlip seaperch",0
"127","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Haemulidae","Sargo",0
"128","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Invertebrate","Epialtidae","Sheep crab",0
"129","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Embiotocidae","Shiner perch",0
"130","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Elasmobranchii","Rhinobatidae","Shovelnose guitarfish",0
"131","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Embiotocidae","Silver surfperch",0
"132","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Paralichthyidae","Speckled sanddab",0
"133","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Invertebrate","Blepharipodidae","Spiny sand crab",0
"134","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Sciaenidae","Spotfin croaker",0
"135","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Elasmobranchii","Platyrhinidae","Thornback guitarfish",0
"136","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Atherinopsidae","Topsmelt",0
"137","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Atherinopsidae","Unknown Silverside",0
"138","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",29M 26.7S,30,"Actinopterygii","Embiotocidae","Walleye surfperch",12
"139","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Sciaenidae","White seabass",0
"140","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Sciaenidae","Yellowfin croaker",0
"141","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,30,"Actinopterygii","Kyphosidae","Zebra perch",0
"142","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Serranidae","Barred sand bass",0
"143","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Embiotocidae","Barred surfperch",0
"144","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Elasmobranchii","Myliobatidae","Bat ray",0
"145","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Sciaenidae","Black croaker",0
"146","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Embiotocidae","Black perch",0
"147","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Embiotocidae","Calico surfperch",0
"148","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Sciaenidae","California corbina",0
"149","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Paralichthyidae","California halibut",0
"150","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Muraenidae","California moray",0
"151","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Labridae","California sheephead",0
"152","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Invertebrate","Palinuridae","California spiny lobster ",0
"153","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Invertebrate","Cancridae","Crab",0
"154","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Elasmobranchii","Dasyatidae","Diamond stingray",0
"155","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Embiotocidae","Dwarf perch",0
"156","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Elasmobranchii","Triakidae","Grey smooth-hound",0
"157","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Kyphosidae","Halfmoon",0
"158","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Mammalia","Phocidae","Harbor seal",0
"159","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Elasmobranchii","Heterodontidae","Horn shark",0
"160","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",31M 34.26S,40,"Actinopterygii","Serranidae","Kelp bass",1
"161","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",34M 43.5S,40,"Actinopterygii","Serranidae","Kelp bass",1
"162","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",30M 6.52S,40,"Elasmobranchii","Triakidae","Leopard shark",1
"163","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",35M 57.66S,40,"Elasmobranchii","Triakidae","Leopard shark",1
"164","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Invertebrate","Nassariidae","Nassa mud snail",0
"165","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Kyphosidae","Opaleye",0
"166","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Carangidae","Pacific jack mackerel",0
"167","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Paralichthyidae","Pacific sanddab",0
"168","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Embiotocidae","Pile perch",0
"169","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Invertebrate","Olividae","Purple olive shell",0
"170","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Sciaenidae","Queenfish",0
"171","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Embiotocidae","Rainbow surfperch",0
"172","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Labridae","Rock wrasse",0
"173","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Elasmobranchii","Urotrygonidae","Round stingray",0
"174","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Embiotocidae","Rubberlip seaperch",0
"175","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Haemulidae","Sargo",0
"176","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Invertebrate","Epialtidae","Sheep crab",0
"177","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Embiotocidae","Shiner perch",0
"178","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Elasmobranchii","Rhinobatidae","Shovelnose guitarfish",0
"179","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Embiotocidae","Silver surfperch",0
"180","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Paralichthyidae","Speckled sanddab",0
"181","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Invertebrate","Blepharipodidae","Spiny sand crab",0
"182","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Sciaenidae","Spotfin croaker",0
"183","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Elasmobranchii","Platyrhinidae","Thornback guitarfish",0
"184","DUCO_16Sep19_bruv1_data","Dume Cove","MPA",7,2019-09-16,"1",NA,40,"Actinopterygii","Atherinopsidae","Topsmelt",0
