"","op_code","site_full","type","geog","date","bruv","time","subclass","family","common","number"
"1428","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Paralichthyidae","California halibut",0
"1429","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Muraenidae","California moray",0
"1430","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Labridae","California sheephead",0
"1431","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Invertebrate","Palinuridae","California spiny lobster ",0
"1432","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Invertebrate","Cancridae","Crab",0
"1433","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Elasmobranchii","Dasyatidae","Diamond stingray",0
"1434","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Embiotocidae","Dwarf perch",0
"1435","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Elasmobranchii","Triakidae","Grey smooth-hound",0
"1436","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Kyphosidae","Halfmoon",0
"1437","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Mammalia","Phocidae","Harbor seal",0
"1438","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Elasmobranchii","Heterodontidae","Horn shark",0
"1439","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Serranidae","Kelp bass",0
"1440","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",17M 43.86S,"Elasmobranchii","Triakidae","Leopard shark",1
"1441","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Invertebrate","Nassariidae","Nassa mud snail",0
"1442","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Kyphosidae","Opaleye",0
"1443","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Carangidae","Pacific jack mackerel",0
"1444","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Paralichthyidae","Pacific sanddab",0
"1445","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Embiotocidae","Pile perch",0
"1446","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Invertebrate","Olividae","Purple olive shell",0
"1447","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Sciaenidae","Queenfish",0
"1448","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Embiotocidae","Rainbow surfperch",0
"1449","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Labridae","Rock wrasse",0
"1450","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",35M 37.39S,"Elasmobranchii","Urotrygonidae","Round stingray",1
"1451","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Embiotocidae","Rubberlip seaperch",0
"1452","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Haemulidae","Sargo",0
"1453","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Invertebrate","Epialtidae","Sheep crab",0
"1454","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Embiotocidae","Shiner perch",0
"1455","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Elasmobranchii","Rhinobatidae","Shovelnose guitarfish",0
"1456","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Embiotocidae","Silver surfperch",0
"1457","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Paralichthyidae","Speckled sanddab",0
"1458","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Invertebrate","Blepharipodidae","Spiny sand crab",0
"1459","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Sciaenidae","Spotfin croaker",0
"1460","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Elasmobranchii","Platyrhinidae","Thornback guitarfish",0
"1461","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Atherinopsidae","Topsmelt",0
"1462","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",32M 16.45S,"Actinopterygii","Atherinopsidae","Unknown Silverside",1
"1463","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Embiotocidae","Walleye surfperch",0
"1464","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Sciaenidae","White seabass",0
"1465","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",17.47S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1466","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",6M 11.04S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1467","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",11M 16.44S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1468","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",16M 3.85S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1469","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",20M 6.97S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1470","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",26M 10.07S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1471","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",43M 9.24S,"Actinopterygii","Sciaenidae","Yellowfin croaker",2
"1472","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",45M 20S,"Actinopterygii","Sciaenidae","Yellowfin croaker",2
"1473","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",57M 4.5S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1474","LECA_09Oct19_bruv4","Leo Carrillo","Reference",8,2019-10-09,"4",NA,"Actinopterygii","Kyphosidae","Zebra perch",0
"1475","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Serranidae","Barred sand bass",0
"1476","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",49.17S,"Actinopterygii","Embiotocidae","Barred surfperch",1
"1477","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",7M 0.77S,"Actinopterygii","Embiotocidae","Barred surfperch",1
"1478","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",10M 6.96S,"Actinopterygii","Embiotocidae","Barred surfperch",1
"1479","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",11M 19.03S,"Actinopterygii","Embiotocidae","Barred surfperch",4
"1480","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",15M 24.91S,"Actinopterygii","Embiotocidae","Barred surfperch",2
"1481","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",17M 53.41S,"Actinopterygii","Embiotocidae","Barred surfperch",4
"1482","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",20M 22.89S,"Actinopterygii","Embiotocidae","Barred surfperch",1
"1483","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",20M 30.85S,"Actinopterygii","Embiotocidae","Barred surfperch",2
"1484","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",22M 58.69S,"Actinopterygii","Embiotocidae","Barred surfperch",3
"1485","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",23M 53.58S,"Actinopterygii","Embiotocidae","Barred surfperch",4
"1486","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",25M 7.87S,"Actinopterygii","Embiotocidae","Barred surfperch",1
"1487","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",26M 30.49S,"Actinopterygii","Embiotocidae","Barred surfperch",4
"1488","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",27M 12.35S,"Actinopterygii","Embiotocidae","Barred surfperch",5
"1489","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",30M 4.14S,"Actinopterygii","Embiotocidae","Barred surfperch",3
"1490","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",32M 12.9S,"Actinopterygii","Embiotocidae","Barred surfperch",5
"1491","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",35M 27.28S,"Actinopterygii","Embiotocidae","Barred surfperch",1
"1492","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",35M 40.99S,"Actinopterygii","Embiotocidae","Barred surfperch",4
"1493","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",41M 6.85S,"Actinopterygii","Embiotocidae","Barred surfperch",3
"1494","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Elasmobranchii","Myliobatidae","Bat ray",0
"1495","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Sciaenidae","Black croaker",0
"1496","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Embiotocidae","Black perch",0
"1497","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Embiotocidae","Calico surfperch",0
"1498","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Sciaenidae","California corbina",0
"1499","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Paralichthyidae","California halibut",0
"1500","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Muraenidae","California moray",0
"1501","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Labridae","California sheephead",0
"1502","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Invertebrate","Palinuridae","California spiny lobster ",0
"1503","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Invertebrate","Cancridae","Crab",0
"1504","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Elasmobranchii","Dasyatidae","Diamond stingray",0
"1505","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Embiotocidae","Dwarf perch",0
"1506","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Elasmobranchii","Triakidae","Grey smooth-hound",0
"1507","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Kyphosidae","Halfmoon",0
"1508","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Mammalia","Phocidae","Harbor seal",0
"1509","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",8M 29.39S,"Elasmobranchii","Heterodontidae","Horn shark",1
"1510","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",9M 26.97S,"Elasmobranchii","Heterodontidae","Horn shark",1
"1511","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",10M 26.71S,"Elasmobranchii","Heterodontidae","Horn shark",1
"1512","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",15M 15.6S,"Elasmobranchii","Heterodontidae","Horn shark",1
"1513","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",20M 3.14S,"Elasmobranchii","Heterodontidae","Horn shark",1
"1514","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",31M 31.76S,"Elasmobranchii","Heterodontidae","Horn shark",1
"1515","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Serranidae","Kelp bass",0
"1516","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",12M 17.4S,"Elasmobranchii","Triakidae","Leopard shark",1
"1517","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",15M 28.14S,"Elasmobranchii","Triakidae","Leopard shark",1
"1518","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",20M 0.6S,"Elasmobranchii","Triakidae","Leopard shark",1
"1519","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",20M 24.84S,"Elasmobranchii","Triakidae","Leopard shark",1
"1520","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",20M 26.88S,"Elasmobranchii","Triakidae","Leopard shark",2
"1521","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",26M 27.75S,"Elasmobranchii","Triakidae","Leopard shark",1
"1522","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",31M 31.76S,"Elasmobranchii","Triakidae","Leopard shark",1
"1523","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",58M 10.8S,"Elasmobranchii","Triakidae","Leopard shark",1
"1524","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Invertebrate","Nassariidae","Nassa mud snail",0
"1525","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Kyphosidae","Opaleye",0
"1526","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Carangidae","Pacific jack mackerel",0
"1527","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Paralichthyidae","Pacific sanddab",0
"1528","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Embiotocidae","Pile perch",0
"1529","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Invertebrate","Olividae","Purple olive shell",0
"1530","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Sciaenidae","Queenfish",0
"1531","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Embiotocidae","Rainbow surfperch",0
"1532","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Labridae","Rock wrasse",0
"1533","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Elasmobranchii","Urotrygonidae","Round stingray",0
"1534","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Embiotocidae","Rubberlip seaperch",0
"1535","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Haemulidae","Sargo",0
"1536","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Invertebrate","Epialtidae","Sheep crab",0
"1537","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Embiotocidae","Shiner perch",0
"1538","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Elasmobranchii","Rhinobatidae","Shovelnose guitarfish",0
"1539","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Embiotocidae","Silver surfperch",0
"1540","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Paralichthyidae","Speckled sanddab",0
"1541","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Invertebrate","Blepharipodidae","Spiny sand crab",0
"1542","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Sciaenidae","Spotfin croaker",0
"1543","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Elasmobranchii","Platyrhinidae","Thornback guitarfish",0
"1544","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Atherinopsidae","Topsmelt",0
"1545","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",24M 48.47S,"Actinopterygii","Atherinopsidae","Unknown Silverside",1
"1546","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Embiotocidae","Walleye surfperch",0
"1547","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Sciaenidae","White seabass",0
"1548","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",9M 6.71S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1549","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",10M 15.18S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1550","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",19M 20.19S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1551","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",20M 29.18S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1552","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",26M 43.13S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1553","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",39M 9.38S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1554","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",41M 7.85S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1555","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",51M 6.9S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1556","LECA_09Oct19_bruv6","Leo Carrillo","Reference",8,2019-10-09,"6",NA,"Actinopterygii","Kyphosidae","Zebra perch",0
"1557","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Serranidae","Barred sand bass",0
"1558","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Embiotocidae","Barred surfperch",0
"1559","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",53M 53.01S,"Elasmobranchii","Myliobatidae","Bat ray",1
"1560","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Sciaenidae","Black croaker",0
"1561","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Embiotocidae","Black perch",0
"1562","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Embiotocidae","Calico surfperch",0
"1563","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Sciaenidae","California corbina",0
"1564","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Paralichthyidae","California halibut",0
"1565","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Muraenidae","California moray",0
"1566","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Labridae","California sheephead",0
"1567","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Invertebrate","Palinuridae","California spiny lobster ",0
"1568","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Invertebrate","Cancridae","Crab",0
"1569","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Elasmobranchii","Dasyatidae","Diamond stingray",0
"1570","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Embiotocidae","Dwarf perch",0
"1571","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Elasmobranchii","Triakidae","Grey smooth-hound",0
"1572","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Kyphosidae","Halfmoon",0
"1573","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Mammalia","Phocidae","Harbor seal",0
"1574","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",21M 7.35S,"Elasmobranchii","Heterodontidae","Horn shark",1
"1575","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",59M 13.22S,"Elasmobranchii","Heterodontidae","Horn shark",1
"1576","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Serranidae","Kelp bass",0
"1577","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Elasmobranchii","Triakidae","Leopard shark",0
"1578","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Invertebrate","Nassariidae","Nassa mud snail",0
"1579","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Kyphosidae","Opaleye",0
"1580","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Carangidae","Pacific jack mackerel",0
"1581","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Paralichthyidae","Pacific sanddab",0
"1582","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Embiotocidae","Pile perch",0
"1583","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Invertebrate","Olividae","Purple olive shell",0
"1584","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Sciaenidae","Queenfish",0
"1585","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Embiotocidae","Rainbow surfperch",0
"1586","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Labridae","Rock wrasse",0
"1587","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Elasmobranchii","Urotrygonidae","Round stingray",0
"1588","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Embiotocidae","Rubberlip seaperch",0
"1589","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Haemulidae","Sargo",0
"1590","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Invertebrate","Epialtidae","Sheep crab",0
"1591","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Embiotocidae","Shiner perch",0
"1592","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Elasmobranchii","Rhinobatidae","Shovelnose guitarfish",0
"1593","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Embiotocidae","Silver surfperch",0
"1594","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Paralichthyidae","Speckled sanddab",0
"1595","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Invertebrate","Blepharipodidae","Spiny sand crab",0
"1596","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Sciaenidae","Spotfin croaker",0
"1597","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",7M 53.99S,"Elasmobranchii","Platyrhinidae","Thornback guitarfish",1
"1598","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",10M 46.3S,"Elasmobranchii","Platyrhinidae","Thornback guitarfish",1
"1599","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Atherinopsidae","Topsmelt",0
"1600","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Atherinopsidae","Unknown Silverside",0
"1601","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Embiotocidae","Walleye surfperch",0
"1602","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Sciaenidae","White seabass",0
"1603","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",13M 13.48S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1604","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",35M 43.46S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1605","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",39M 2.34S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1606","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",48M 51.98S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1607","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",51M 20.74S,"Actinopterygii","Sciaenidae","Yellowfin croaker",1
"1608","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",55M 24.24S,"Actinopterygii","Sciaenidae","Yellowfin croaker",2
"1609","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",57M 32.67S,"Actinopterygii","Sciaenidae","Yellowfin croaker",3
"1610","LECA_17Sep19_bruv1","Leo Carrillo","Reference",8,2019-09-17,"1",NA,"Actinopterygii","Kyphosidae","Zebra perch",0
"1611","LECA_17Sep19_bruv3","Leo Carrillo","Reference",8,2019-09-17,"3",NA,"Actinopterygii","Serranidae","Barred sand bass",0
"1612","LECA_17Sep19_bruv3","Leo Carrillo","Reference",8,2019-09-17,"3",45M 45.41S,"Actinopterygii","Embiotocidae","Barred surfperch",2
