"","site_code","op_code","date","day","month","year","bruv","subclass","family.x","genus.x","species.x","sp_code","common","max_n","MPA","site_full","geog","type"
"139","SOCA","SOCA_09Sep19_bruv1",2019-09-09,9,9,2019,"1","Invertebrate","Palinuridae","Panulirus","interruptus","PAIN","California spiny lobster ",1,1,"South Campus",5,"MPA"
"140","SOCA","SOCA_09Sep19_bruv1",2019-09-09,9,9,2019,"1","Elasmobranchii","Platyrhinidae","Platyrhinoidis","triserata","PLTR","Thornback guitarfish",2,1,"South Campus",5,"MPA"
"141","SOCA","SOCA_09Sep19_bruv1",2019-09-09,9,9,2019,"1","Elasmobranchii","Rhinobatidae","Rhinobatos","productus","RHPR","Shovelnose guitarfish",1,1,"South Campus",5,"MPA"
"142","SOCA","SOCA_09Sep19_bruv1",2019-09-09,9,9,2019,"1","Actinopterygii","Serranidae","Paralabrax","clathratus","PACL","Kelp bass",1,1,"South Campus",5,"MPA"
"143","SOCA","SOCA_09Sep19_bruv1",2019-09-09,9,9,2019,"1","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",7,1,"South Campus",5,"MPA"
"144","SOCA","SOCA_09Sep19_bruv3",2019-09-09,9,9,2019,"3",NA,"Embiotocidae","","",NA,NA,1,1,"South Campus",5,"MPA"
"145","SOCA","SOCA_09Sep19_bruv3",2019-09-09,9,9,2019,"3","Actinopterygii","Embiotocidae","Amphistichus","argenteus","AMAR","Barred surfperch",3,1,"South Campus",5,"MPA"
"146","SOCA","SOCA_09Sep19_bruv3",2019-09-09,9,9,2019,"3","Actinopterygii","Embiotocidae","Embiotoca","jacksoni","EMJA","Black perch",3,1,"South Campus",5,"MPA"
"147","SOCA","SOCA_09Sep19_bruv3",2019-09-09,9,9,2019,"3","Actinopterygii","Embiotocidae","Hyperprosopon","argenteum","HYAR","Walleye surfperch",2,1,"South Campus",5,"MPA"
"148","SOCA","SOCA_09Sep19_bruv3",2019-09-09,9,9,2019,"3","Actinopterygii","Embiotocidae","Micrometrus","minimus","MIMI","Dwarf perch",1,1,"South Campus",5,"MPA"
"149","SOCA","SOCA_09Sep19_bruv3",2019-09-09,9,9,2019,"3","Actinopterygii","Haemulidae","Anisotremus","davidsonii","ANDA","Sargo",1,1,"South Campus",5,"MPA"
"150","SOCA","SOCA_09Sep19_bruv3",2019-09-09,9,9,2019,"3","Elasmobranchii","Rhinobatidae","Rhinobatos","productus","RHPR","Shovelnose guitarfish",1,1,"South Campus",5,"MPA"
"151","SOCA","SOCA_09Sep19_bruv3",2019-09-09,9,9,2019,"3","Actinopterygii","Sciaenidae","Umbrina","roncador","UMRO","Yellowfin croaker",1,1,"South Campus",5,"MPA"
"152","SOCA","SOCA_09Sep19_bruv3",2019-09-09,9,9,2019,"3","Actinopterygii","Serranidae","Paralabrax","clathratus","PACL","Kelp bass",1,1,"South Campus",5,"MPA"
"153","SOCA","SOCA_09Sep19_bruv3",2019-09-09,9,9,2019,"3","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",2,1,"South Campus",5,"MPA"
"154","SOCA","SOCA_09Sep19_bruv3",2019-09-09,9,9,2019,"3","Elasmobranchii","Urotrygonidae","Urobatis","halleri","URHA","Round stingray",1,1,"South Campus",5,"MPA"
"155","SOCA","SOCA_09Sep19_bruv6",2019-09-09,9,9,2019,"6",NA,"Embiotocidae","","",NA,NA,1,1,"South Campus",5,"MPA"
"156","SOCA","SOCA_09Sep19_bruv6",2019-09-09,9,9,2019,"6","Actinopterygii","Embiotocidae","Amphistichus","argenteus","AMAR","Barred surfperch",2,1,"South Campus",5,"MPA"
"157","SOCA","SOCA_09Sep19_bruv6",2019-09-09,9,9,2019,"6","Actinopterygii","Embiotocidae","Micrometrus","minimus","MIMI","Dwarf perch",1,1,"South Campus",5,"MPA"
"158","SOCA","SOCA_09Sep19_bruv6",2019-09-09,9,9,2019,"6","Actinopterygii","Haemulidae","Anisotremus","davidsonii","ANDA","Sargo",1,1,"South Campus",5,"MPA"
"159","SOCA","SOCA_09Sep19_bruv6",2019-09-09,9,9,2019,"6","Actinopterygii","Labridae","Halichoeres","semicinctus","HASE","Rock wrasse",1,1,"South Campus",5,"MPA"
"160","SOCA","SOCA_09Sep19_bruv6",2019-09-09,9,9,2019,"6","Elasmobranchii","Myliobatidae","Myliobatis","californica","MYCA","Bat ray",2,1,"South Campus",5,"MPA"
"161","SOCA","SOCA_09Sep19_bruv6",2019-09-09,9,9,2019,"6","Elasmobranchii","Platyrhinidae","Platyrhinoidis","triserata","PLTR","Thornback guitarfish",1,1,"South Campus",5,"MPA"
"162","SOCA","SOCA_09Sep19_bruv6",2019-09-09,9,9,2019,"6","Elasmobranchii","Rhinobatidae","Rhinobatos","productus","RHPR","Shovelnose guitarfish",2,1,"South Campus",5,"MPA"
"163","SOCA","SOCA_09Sep19_bruv6",2019-09-09,9,9,2019,"6",NA,"Sciaenidae","","",NA,NA,2,1,"South Campus",5,"MPA"
"164","SOCA","SOCA_09Sep19_bruv6",2019-09-09,9,9,2019,"6","Actinopterygii","Sciaenidae","Cheilotrema","saturnum","CHSA","Black croaker",1,1,"South Campus",5,"MPA"
"165","SOCA","SOCA_09Sep19_bruv6",2019-09-09,9,9,2019,"6","Actinopterygii","Serranidae","Paralabrax","clathratus","PACL","Kelp bass",2,1,"South Campus",5,"MPA"
"166","SOCA","SOCA_09Sep19_bruv6",2019-09-09,9,9,2019,"6","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",4,1,"South Campus",5,"MPA"
"167","SOCA","SOCA_09Sep19_bruv6",2019-09-09,9,9,2019,"6","Elasmobranchii","Urotrygonidae","Urobatis","halleri","URHA","Round stingray",1,1,"South Campus",5,"MPA"
"168","SOCA","SOCA_03Oct19_bruv1",2019-10-03,3,10,2019,"1",NA,"","","",NA,NA,1,1,"South Campus",5,"MPA"
"169","SOCA","SOCA_03Oct19_bruv1",2019-10-03,3,10,2019,"1",NA,"Embiotocidae","","",NA,NA,1,1,"South Campus",5,"MPA"
"170","SOCA","SOCA_03Oct19_bruv1",2019-10-03,3,10,2019,"1","Actinopterygii","Embiotocidae","Hyperprosopon","argenteum","HYAR","Walleye surfperch",1,1,"South Campus",5,"MPA"
"171","SOCA","SOCA_03Oct19_bruv1",2019-10-03,3,10,2019,"1","Actinopterygii","Embiotocidae","Micrometrus","minimus","MIMI","Dwarf perch",3,1,"South Campus",5,"MPA"
"172","SOCA","SOCA_03Oct19_bruv1",2019-10-03,3,10,2019,"1","Invertebrate","Palinuridae","Panulirus","interruptus","PAIN","California spiny lobster ",1,1,"South Campus",5,"MPA"
"173","SOCA","SOCA_03Oct19_bruv1",2019-10-03,3,10,2019,"1","Elasmobranchii","Rhinobatidae","Rhinobatos","productus","RHPR","Shovelnose guitarfish",2,1,"South Campus",5,"MPA"
"174","SOCA","SOCA_03Oct19_bruv1",2019-10-03,3,10,2019,"1","Actinopterygii","Serranidae","Paralabrax","clathratus","PACL","Kelp bass",1,1,"South Campus",5,"MPA"
"175","SOCA","SOCA_03Oct19_bruv1",2019-10-03,3,10,2019,"1","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",3,1,"South Campus",5,"MPA"
"176","SOCA","SOCA_03Oct19_bruv3",2019-10-03,3,10,2019,"3","Actinopterygii","Atherinopsidae","","","ATHE","Unknown Silverside",1,1,"South Campus",5,"MPA"
"177","SOCA","SOCA_03Oct19_bruv3",2019-10-03,3,10,2019,"3",NA,"Embiotocidae","","",NA,NA,1,1,"South Campus",5,"MPA"
"178","SOCA","SOCA_03Oct19_bruv3",2019-10-03,3,10,2019,"3","Actinopterygii","Serranidae","Paralabrax","clathratus","PACL","Kelp bass",3,1,"South Campus",5,"MPA"
"179","SOCA","SOCA_03Oct19_bruv3",2019-10-03,3,10,2019,"3","Actinopterygii","Serranidae","Paralabrax","nebulifer","PANE","Barred sand bass",1,1,"South Campus",5,"MPA"
"180","SOCA","SOCA_03Oct19_bruv3",2019-10-03,3,10,2019,"3",NA,"Serranidae","Paralabrax","sp",NA,NA,1,1,"South Campus",5,"MPA"
"181","SOCA","SOCA_03Oct19_bruv3",2019-10-03,3,10,2019,"3","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",1,1,"South Campus",5,"MPA"
"182","SOCA","SOCA_03Oct19_bruv6",2019-10-03,3,10,2019,"6",NA,"","","",NA,NA,1,1,"South Campus",5,"MPA"
"183","SOCA","SOCA_03Oct19_bruv6",2019-10-03,3,10,2019,"6","Actinopterygii","Atherinopsidae","","","ATHE","Unknown Silverside",40,1,"South Campus",5,"MPA"
"184","SOCA","SOCA_03Oct19_bruv6",2019-10-03,3,10,2019,"6","Elasmobranchii","Platyrhinidae","Platyrhinoidis","triserata","PLTR","Thornback guitarfish",1,1,"South Campus",5,"MPA"
"185","SOCA","SOCA_03Oct19_bruv6",2019-10-03,3,10,2019,"6","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",1,1,"South Campus",5,"MPA"
"186","HABE","HABE_19Jul19_bruv1",2019-07-19,19,7,2019,"1","Actinopterygii","Atherinopsidae","Atherinops","affinis","ATAF","Topsmelt",3,0,"Haskells",6,"Reference"
"187","HABE","HABE_19Jul19_bruv1",2019-07-19,19,7,2019,"1","Invertebrate","Cancridae","Cancer","","CANC","Crab",1,0,"Haskells",6,"Reference"
"188","HABE","HABE_19Jul19_bruv1",2019-07-19,19,7,2019,"1","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",1,0,"Haskells",6,"Reference"
"189","HABE","HABE_19Jul19_bruv3",2019-07-19,19,7,2019,"3",NA,"","","",NA,NA,1,0,"Haskells",6,"Reference"
"190","HABE","HABE_19Jul19_bruv3",2019-07-19,19,7,2019,"3","Invertebrate","Cancridae","Cancer","","CANC","Crab",1,0,"Haskells",6,"Reference"
"191","HABE","HABE_19Jul19_bruv3",2019-07-19,19,7,2019,"3","Elasmobranchii","Myliobatidae","Myliobatis","californica","MYCA","Bat ray",1,0,"Haskells",6,"Reference"
"192","HABE","HABE_19Jul19_bruv3",2019-07-19,19,7,2019,"3",NA,"Paralichthyidae","","",NA,NA,1,0,"Haskells",6,"Reference"
"193","HABE","HABE_19Jul19_bruv3",2019-07-19,19,7,2019,"3","Actinopterygii","Paralichthyidae","Citharichthys","stigmaeus","CIST","Speckled sanddab",2,0,"Haskells",6,"Reference"
"194","HABE","HABE_19Jul19_bruv3",2019-07-19,19,7,2019,"3","Elasmobranchii","Platyrhinidae","Platyrhinoidis","triserata","PLTR","Thornback guitarfish",1,0,"Haskells",6,"Reference"
"195","HABE","HABE_19Jul19_bruv3",2019-07-19,19,7,2019,"3","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",1,0,"Haskells",6,"Reference"
"196","HABE","HABE_19Jul19_bruv6",2019-07-19,19,7,2019,"6","Invertebrate","Blepharipodidae","Blepharipoda","occidentalis","BLOC","Spiny sand crab",1,0,"Haskells",6,"Reference"
"197","HABE","HABE_19Jul19_bruv6",2019-07-19,19,7,2019,"6",NA,"Cancridae","Cancer","sp",NA,NA,1,0,"Haskells",6,"Reference"
"198","HABE","HABE_19Jul19_bruv6",2019-07-19,19,7,2019,"6","Actinopterygii","Embiotocidae","Amphistichus","argenteus","AMAR","Barred surfperch",2,0,"Haskells",6,"Reference"
"199","HABE","HABE_19Jul19_bruv6",2019-07-19,19,7,2019,"6","Elasmobranchii","Myliobatidae","Myliobatis","californica","MYCA","Bat ray",1,0,"Haskells",6,"Reference"
"200","HABE","HABE_19Jul19_bruv6",2019-07-19,19,7,2019,"6","Elasmobranchii","Rhinobatidae","Rhinobatos","productus","RHPR","Shovelnose guitarfish",1,0,"Haskells",6,"Reference"
"201","HABE","HABE_19Jul19_bruv6",2019-07-19,19,7,2019,"6","Actinopterygii","Sciaenidae","Umbrina","roncador","UMRO","Yellowfin croaker",1,0,"Haskells",6,"Reference"
"202","HABE","HABE_19Jul19_bruv6",2019-07-19,19,7,2019,"6","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",1,0,"Haskells",6,"Reference"
"203","HABE","HABE_11Sep19_bruv1",2019-09-11,11,9,2019,"1","Actinopterygii","Embiotocidae","Amphistichus","argenteus","AMAR","Barred surfperch",8,0,"Haskells",6,"Reference"
"204","HABE","HABE_11Sep19_bruv1",2019-09-11,11,9,2019,"1","Elasmobranchii","Rhinobatidae","Rhinobatos","productus","RHPR","Shovelnose guitarfish",1,0,"Haskells",6,"Reference"
"205","HABE","HABE_11Sep19_bruv1",2019-09-11,11,9,2019,"1","Actinopterygii","Sciaenidae","Umbrina","roncador","UMRO","Yellowfin croaker",1,0,"Haskells",6,"Reference"
"206","HABE","HABE_11Sep19_bruv1",2019-09-11,11,9,2019,"1","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",1,0,"Haskells",6,"Reference"
"207","HABE","HABE_11Sep19_bruv1",2019-09-11,11,9,2019,"1","Elasmobranchii","Urotrygonidae","Urobatis","halleri","URHA","Round stingray",1,0,"Haskells",6,"Reference"
"208","HABE","HABE_11Sep19_bruv3",2019-09-11,11,9,2019,"3","Actinopterygii","Atherinopsidae","","","ATHE","Unknown Silverside",2,0,"Haskells",6,"Reference"
"209","HABE","HABE_11Sep19_bruv3",2019-09-11,11,9,2019,"3","Elasmobranchii","Myliobatidae","Myliobatis","californica","MYCA","Bat ray",1,0,"Haskells",6,"Reference"
"210","HABE","HABE_11Sep19_bruv3",2019-09-11,11,9,2019,"3","Actinopterygii","Sciaenidae","Menticirrhus","undulatus","MEUN","California corbina",1,0,"Haskells",6,"Reference"
"211","HABE","HABE_11Sep19_bruv3",2019-09-11,11,9,2019,"3","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",1,0,"Haskells",6,"Reference"
"212","HABE","HABE_11Sep19_bruv6",2019-09-11,11,9,2019,"6","Actinopterygii","Atherinopsidae","Atherinops","affinis","ATAF","Topsmelt",2,0,"Haskells",6,"Reference"
"213","HABE","HABE_11Sep19_bruv6",2019-09-11,11,9,2019,"6","Elasmobranchii","Myliobatidae","Myliobatis","californica","MYCA","Bat ray",1,0,"Haskells",6,"Reference"
"214","HABE","HABE_11Sep19_bruv6",2019-09-11,11,9,2019,"6","Invertebrate","Palinuridae","Panulirus","interruptus","PAIN","California spiny lobster ",1,0,"Haskells",6,"Reference"
"215","HABE","HABE_11Sep19_bruv6",2019-09-11,11,9,2019,"6","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",1,0,"Haskells",6,"Reference"
"216","HABE","HABE_11Sep19_bruv6",2019-09-11,11,9,2019,"6","Elasmobranchii","Urotrygonidae","Urobatis","halleri","URHA","Round stingray",1,0,"Haskells",6,"Reference"
"217","HABE","HABE_02Oct19_bruv1",2019-10-02,2,10,2019,"1","Actinopterygii","Atherinopsidae","","","ATHE","Unknown Silverside",1,0,"Haskells",6,"Reference"
"218","HABE","HABE_02Oct19_bruv1",2019-10-02,2,10,2019,"1","Actinopterygii","Atherinopsidae","Atherinops","affinis","ATAF","Topsmelt",4,0,"Haskells",6,"Reference"
"219","HABE","HABE_02Oct19_bruv1",2019-10-02,2,10,2019,"1",NA,"Cancridae","Cancer","sp",NA,NA,2,0,"Haskells",6,"Reference"
"220","HABE","HABE_02Oct19_bruv1",2019-10-02,2,10,2019,"1","Elasmobranchii","Rhinobatidae","Rhinobatos","productus","RHPR","Shovelnose guitarfish",1,0,"Haskells",6,"Reference"
"221","HABE","HABE_02Oct19_bruv3",2019-10-02,2,10,2019,"3","Actinopterygii","Atherinopsidae","","","ATHE","Unknown Silverside",12,0,"Haskells",6,"Reference"
"222","HABE","HABE_02Oct19_bruv3",2019-10-02,2,10,2019,"3","Actinopterygii","Atherinopsidae","Atherinops","affinis","ATAF","Topsmelt",20,0,"Haskells",6,"Reference"
"223","HABE","HABE_02Oct19_bruv3",2019-10-02,2,10,2019,"3",NA,"Cancridae","Cancer","sp",NA,NA,3,0,"Haskells",6,"Reference"
"224","HABE","HABE_02Oct19_bruv3",2019-10-02,2,10,2019,"3","Elasmobranchii","Myliobatidae","Myliobatis","californica","MYCA","Bat ray",1,0,"Haskells",6,"Reference"
"225","HABE","HABE_02Oct19_bruv3",2019-10-02,2,10,2019,"3","Invertebrate","Nassariidae","Nassarius","","NASS","Nassa mud snail",15,0,"Haskells",6,"Reference"
"226","HABE","HABE_02Oct19_bruv3",2019-10-02,2,10,2019,"3","Actinopterygii","Paralichthyidae","Citharichthys","stigmaeus","CIST","Speckled sanddab",3,0,"Haskells",6,"Reference"
"227","HABE","HABE_02Oct19_bruv6",2019-10-02,2,10,2019,"6","Actinopterygii","Atherinopsidae","Atherinops","affinis","ATAF","Topsmelt",10,0,"Haskells",6,"Reference"
"228","HABE","HABE_02Oct19_bruv6",2019-10-02,2,10,2019,"6",NA,"Cancridae","Cancer","sp",NA,NA,3,0,"Haskells",6,"Reference"
"229","HABE","HABE_02Oct19_bruv6",2019-10-02,2,10,2019,"6","Actinopterygii","Carangidae","Trachurus","symmetricus","TRSY","Pacific jack mackerel",3,0,"Haskells",6,"Reference"
"230","HABE","HABE_02Oct19_bruv6",2019-10-02,2,10,2019,"6",NA,"Paralichthyidae","","",NA,NA,1,0,"Haskells",6,"Reference"
"231","DUCO","DUCO_20Aug19_bruv1",2019-08-20,20,8,2019,"1",NA,"","","",NA,NA,1,1,"Dume Cove",7,"MPA"
"232","DUCO","DUCO_20Aug19_bruv1",2019-08-20,20,8,2019,"1","Actinopterygii","Atherinopsidae","Atherinops","affinis","ATAF","Topsmelt",28,1,"Dume Cove",7,"MPA"
"233","DUCO","DUCO_20Aug19_bruv1",2019-08-20,20,8,2019,"1","Actinopterygii","Haemulidae","Anisotremus","davidsonii","ANDA","Sargo",2,1,"Dume Cove",7,"MPA"
"234","DUCO","DUCO_20Aug19_bruv1",2019-08-20,20,8,2019,"1","Actinopterygii","Kyphosidae","Kyphosus","azureus","KYAZ","Zebra perch",17,1,"Dume Cove",7,"MPA"
"235","DUCO","DUCO_20Aug19_bruv1",2019-08-20,20,8,2019,"1","Actinopterygii","Labridae","Semicossyphus","pulcher","SEPU","California sheephead",1,1,"Dume Cove",7,"MPA"
"236","DUCO","DUCO_20Aug19_bruv1",2019-08-20,20,8,2019,"1","Elasmobranchii","Myliobatidae","Myliobatis","californica","MYCA","Bat ray",1,1,"Dume Cove",7,"MPA"
"237","DUCO","DUCO_20Aug19_bruv1",2019-08-20,20,8,2019,"1","Actinopterygii","Serranidae","Paralabrax","clathratus","PACL","Kelp bass",5,1,"Dume Cove",7,"MPA"
"238","DUCO","DUCO_20Aug19_bruv1",2019-08-20,20,8,2019,"1","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",2,1,"Dume Cove",7,"MPA"
"239","DUCO","DUCO_20Aug19_bruv3",2019-08-20,20,8,2019,"3",NA,"","","",NA,NA,1,1,"Dume Cove",7,"MPA"
"240","DUCO","DUCO_20Aug19_bruv3",2019-08-20,20,8,2019,"3","Actinopterygii","Embiotocidae","Embiotoca","jacksoni","EMJA","Black perch",9,1,"Dume Cove",7,"MPA"
"241","DUCO","DUCO_20Aug19_bruv3",2019-08-20,20,8,2019,"3","Actinopterygii","Haemulidae","Anisotremus","davidsonii","ANDA","Sargo",1,1,"Dume Cove",7,"MPA"
"242","DUCO","DUCO_20Aug19_bruv3",2019-08-20,20,8,2019,"3","Actinopterygii","Kyphosidae","Kyphosus","azureus","KYAZ","Zebra perch",32,1,"Dume Cove",7,"MPA"
"243","DUCO","DUCO_20Aug19_bruv3",2019-08-20,20,8,2019,"3","Actinopterygii","Labridae","Semicossyphus","pulcher","SEPU","California sheephead",1,1,"Dume Cove",7,"MPA"
"244","DUCO","DUCO_20Aug19_bruv3",2019-08-20,20,8,2019,"3","Elasmobranchii","Myliobatidae","Myliobatis","californica","MYCA","Bat ray",1,1,"Dume Cove",7,"MPA"
"245","DUCO","DUCO_20Aug19_bruv3",2019-08-20,20,8,2019,"3","Actinopterygii","Serranidae","Paralabrax","clathratus","PACL","Kelp bass",2,1,"Dume Cove",7,"MPA"
"246","DUCO","DUCO_20Aug19_bruv3",2019-08-20,20,8,2019,"3","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",1,1,"Dume Cove",7,"MPA"
"247","DUCO","DUCO_20Aug19_bruv6",2019-08-20,20,8,2019,"6",NA,"","","",NA,NA,1,1,"Dume Cove",7,"MPA"
"248","DUCO","DUCO_20Aug19_bruv6",2019-08-20,20,8,2019,"6","Actinopterygii","Atherinopsidae","","","ATHE","Unknown Silverside",54,1,"Dume Cove",7,"MPA"
"249","DUCO","DUCO_20Aug19_bruv6",2019-08-20,20,8,2019,"6","Actinopterygii","Embiotocidae","Embiotoca","jacksoni","EMJA","Black perch",3,1,"Dume Cove",7,"MPA"
"250","DUCO","DUCO_20Aug19_bruv6",2019-08-20,20,8,2019,"6","Actinopterygii","Haemulidae","Anisotremus","davidsonii","ANDA","Sargo",1,1,"Dume Cove",7,"MPA"
"251","DUCO","DUCO_20Aug19_bruv6",2019-08-20,20,8,2019,"6","Actinopterygii","Kyphosidae","Hermosilla","azurea","KYAZ","Zebra perch",3,1,"Dume Cove",7,"MPA"
"252","DUCO","DUCO_20Aug19_bruv6",2019-08-20,20,8,2019,"6","Actinopterygii","Labridae","Halichoeres","semicinctus","HASE","Rock wrasse",1,1,"Dume Cove",7,"MPA"
"253","DUCO","DUCO_20Aug19_bruv6",2019-08-20,20,8,2019,"6","Actinopterygii","Labridae","Semicossyphus","pulcher","SEPU","California sheephead",3,1,"Dume Cove",7,"MPA"
"254","DUCO","DUCO_20Aug19_bruv6",2019-08-20,20,8,2019,"6","Elasmobranchii","Rhinobatidae","Rhinobatos","productus","RHPR","Shovelnose guitarfish",1,1,"Dume Cove",7,"MPA"
"255","DUCO","DUCO_20Aug19_bruv6",2019-08-20,20,8,2019,"6","Actinopterygii","Serranidae","Paralabrax","clathratus","PACL","Kelp bass",6,1,"Dume Cove",7,"MPA"
"256","DUCO","DUCO_20Aug19_bruv6",2019-08-20,20,8,2019,"6","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",2,1,"Dume Cove",7,"MPA"
"257","DUCO","DUCO_16Sep19_bruv1_data",2019-09-16,16,9,2019,"1","Actinopterygii","Atherinopsidae","","","ATHE","Unknown Silverside",10,1,"Dume Cove",7,"MPA"
"258","DUCO","DUCO_16Sep19_bruv1_data",2019-09-16,16,9,2019,"1","Actinopterygii","Embiotocidae","Hyperprosopon","argenteum","HYAR","Walleye surfperch",12,1,"Dume Cove",7,"MPA"
"259","DUCO","DUCO_16Sep19_bruv1_data",2019-09-16,16,9,2019,"1","Actinopterygii","Kyphosidae","Hermosilla","azurea","KYAZ","Zebra perch",9,1,"Dume Cove",7,"MPA"
"260","DUCO","DUCO_16Sep19_bruv1_data",2019-09-16,16,9,2019,"1","Actinopterygii","Sciaenidae","Umbrina","roncador","UMRO","Yellowfin croaker",1,1,"Dume Cove",7,"MPA"
"261","DUCO","DUCO_16Sep19_bruv1_data",2019-09-16,16,9,2019,"1","Actinopterygii","Serranidae","Paralabrax","clathratus","PACL","Kelp bass",1,1,"Dume Cove",7,"MPA"
"262","DUCO","DUCO_16Sep19_bruv1_data",2019-09-16,16,9,2019,"1","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",2,1,"Dume Cove",7,"MPA"
"263","DUCO","DUCO_16Sep19_bruv3",2019-09-16,16,9,2019,"3","Actinopterygii","Haemulidae","Anisotremus","davidsonii","ANDA","Sargo",1,1,"Dume Cove",7,"MPA"
"264","DUCO","DUCO_16Sep19_bruv3",2019-09-16,16,9,2019,"3","Elasmobranchii","Myliobatidae","Myliobatis","californica","MYCA","Bat ray",1,1,"Dume Cove",7,"MPA"
"265","DUCO","DUCO_16Sep19_bruv3",2019-09-16,16,9,2019,"3","Invertebrate","Palinuridae","Panulirus","interruptus","PAIN","California spiny lobster ",1,1,"Dume Cove",7,"MPA"
"266","DUCO","DUCO_16Sep19_bruv3",2019-09-16,16,9,2019,"3","Actinopterygii","Sciaenidae","Umbrina","roncador","UMRO","Yellowfin croaker",5,1,"Dume Cove",7,"MPA"
"267","DUCO","DUCO_16Sep19_bruv3",2019-09-16,16,9,2019,"3","Actinopterygii","Serranidae","Paralabrax","clathratus","PACL","Kelp bass",1,1,"Dume Cove",7,"MPA"
"268","DUCO","DUCO_16Sep19_bruv3",2019-09-16,16,9,2019,"3","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",1,1,"Dume Cove",7,"MPA"
"269","DUCO","DUCO_16Sep19_bruv6",2019-09-16,16,9,2019,"6","Actinopterygii","Embiotocidae","Hyperprosopon","argenteum","HYAR","Walleye surfperch",26,1,"Dume Cove",7,"MPA"
"270","DUCO","DUCO_16Sep19_bruv6",2019-09-16,16,9,2019,"6","Elasmobranchii","Myliobatidae","Myliobatis","californica","MYCA","Bat ray",1,1,"Dume Cove",7,"MPA"
"271","DUCO","DUCO_16Sep19_bruv6",2019-09-16,16,9,2019,"6","Invertebrate","Palinuridae","Panulirus","interruptus","PAIN","California spiny lobster ",1,1,"Dume Cove",7,"MPA"
"272","DUCO","DUCO_16Sep19_bruv6",2019-09-16,16,9,2019,"6","Actinopterygii","Sciaenidae","Umbrina","roncador","UMRO","Yellowfin croaker",1,1,"Dume Cove",7,"MPA"
"273","DUCO","DUCO_16Sep19_bruv6",2019-09-16,16,9,2019,"6","Actinopterygii","Serranidae","Paralabrax","clathratus","PACL","Kelp bass",2,1,"Dume Cove",7,"MPA"
"274","DUCO","DUCO_16Sep19_bruv6",2019-09-16,16,9,2019,"6","Elasmobranchii","Triakidae","Triakis","semifasciata","TRSE","Leopard shark",2,1,"Dume Cove",7,"MPA"
"275","DUCO","DUCO_23Oct19_bruv1",2019-10-23,23,10,2019,"1",NA,"","","",NA,NA,57,1,"Dume Cove",7,"MPA"
"276","DUCO","DUCO_23Oct19_bruv1",2019-10-23,23,10,2019,"1","Actinopterygii","Atherinopsidae","","","ATHE","Unknown Silverside",129,1,"Dume Cove",7,"MPA"
"277","DUCO","DUCO_23Oct19_bruv1",2019-10-23,23,10,2019,"1","Actinopterygii","Embiotocidae","Rhacochilus","vacca","RHVA","Pile perch",1,1,"Dume Cove",7,"MPA"
"278","DUCO","DUCO_23Oct19_bruv1",2019-10-23,23,10,2019,"1",NA,"Kyphosidae","","",NA,NA,2,1,"Dume Cove",7,"MPA"
"279","DUCO","DUCO_23Oct19_bruv1",2019-10-23,23,10,2019,"1","Actinopterygii","Kyphosidae","Medialuna","californiensis","MECA","Halfmoon",1,1,"Dume Cove",7,"MPA"
"280","DUCO","DUCO_23Oct19_bruv1",2019-10-23,23,10,2019,"1","Actinopterygii","Labridae","Semicossyphus","pulcher","SEPU","California sheephead",1,1,"Dume Cove",7,"MPA"
"281","DUCO","DUCO_23Oct19_bruv1",2019-10-23,23,10,2019,"1","Elasmobranchii","Myliobatidae","Myliobatis","californica","MYCA","Bat ray",1,1,"Dume Cove",7,"MPA"
"282","DUCO","DUCO_23Oct19_bruv1",2019-10-23,23,10,2019,"1","Actinopterygii","Paralichthyidae","Citharichthys","stigmaeus","CIST","Speckled sanddab",1,1,"Dume Cove",7,"MPA"
"283","DUCO","DUCO_23Oct19_bruv1",2019-10-23,23,10,2019,"1","Elasmobranchii","Platyrhinidae","Platyrhinoidis","triserata","PLTR","Thornback guitarfish",1,1,"Dume Cove",7,"MPA"
